"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/05/2021","AirNow","480271045","1","5.5","ug/m3 LC","23","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/07/2021","AirNow","480271045","1","2.1","ug/m3 LC","9","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/08/2021","AirNow","480271045","1","6.1","ug/m3 LC","25","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/09/2021","AirNow","480271045","1","7.8","ug/m3 LC","33","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/10/2021","AirNow","480271045","1","7.1","ug/m3 LC","30","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/11/2021","AirNow","480271045","1","5.2","ug/m3 LC","22","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/12/2021","AirNow","480271045","1","4.3","ug/m3 LC","18","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/13/2021","AirNow","480271045","1","8.6","ug/m3 LC","36","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/14/2021","AirNow","480271045","1","5.1","ug/m3 LC","21","Temple Georgia","1","100.0000","88101","PM2.5 - Local Conditions","28660","Killeen-Temple, TX","48","Texas","027","Bell","31.122419","-97.431052"
"01/01/2021","AirNow","480290032","2","6.7","ug/m3 LC","28","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/02/2021","AirNow","480290032","2","7.7","ug/m3 LC","32","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/03/2021","AirNow","480290032","2","10.7","ug/m3 LC","45","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/04/2021","AirNow","480290032","2","7.9","ug/m3 LC","33","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/05/2021","AirNow","480290032","2","7.6","ug/m3 LC","32","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/06/2021","AirNow","480290032","2","4.2","ug/m3 LC","18","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/07/2021","AirNow","480290032","2","3.1","ug/m3 LC","13","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/08/2021","AirNow","480290032","2","4.6","ug/m3 LC","19","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/09/2021","AirNow","480290032","2","6.7","ug/m3 LC","28","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/10/2021","AirNow","480290032","2","5.7","ug/m3 LC","24","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/11/2021","AirNow","480290032","2","5.7","ug/m3 LC","24","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/12/2021","AirNow","480290032","2","8.7","ug/m3 LC","36","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/13/2021","AirNow","480290032","2","9.8","ug/m3 LC","41","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/14/2021","AirNow","480290032","2","8.3","ug/m3 LC","35","San Antonio Northwest","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.51509","-98.620166"
"01/01/2021","AirNow","480290059","2","2.4","ug/m3 LC","10","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/02/2021","AirNow","480290059","2","3.5","ug/m3 LC","15","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/03/2021","AirNow","480290059","2","4.6","ug/m3 LC","19","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/04/2021","AirNow","480290059","2","5.2","ug/m3 LC","22","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/05/2021","AirNow","480290059","2","5.5","ug/m3 LC","23","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/06/2021","AirNow","480290059","2","2.3","ug/m3 LC","10","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/07/2021","AirNow","480290059","2","2.1","ug/m3 LC","9","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/08/2021","AirNow","480290059","2","4.4","ug/m3 LC","18","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/09/2021","AirNow","480290059","2","7.1","ug/m3 LC","30","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/10/2021","AirNow","480290059","2","5.7","ug/m3 LC","24","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/11/2021","AirNow","480290059","2","3.1","ug/m3 LC","13","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/12/2021","AirNow","480290059","2","7.3","ug/m3 LC","30","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/13/2021","AirNow","480290059","2","8.8","ug/m3 LC","37","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/14/2021","AirNow","480290059","2","5.2","ug/m3 LC","22","Calaveras Lake","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.275381","-98.311692"
"01/01/2021","AirNow","480290677","3","11.8","ug/m3 LC","49","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/02/2021","AirNow","480290677","3","8.1","ug/m3 LC","34","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/03/2021","AirNow","480290677","3","18.1","ug/m3 LC","64","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/04/2021","AirNow","480290677","3","18.9","ug/m3 LC","65","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/05/2021","AirNow","480290677","3","13.6","ug/m3 LC","54","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/06/2021","AirNow","480290677","3","5.9","ug/m3 LC","25","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/07/2021","AirNow","480290677","3","4.8","ug/m3 LC","20","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/08/2021","AirNow","480290677","3","7.4","ug/m3 LC","31","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/09/2021","AirNow","480290677","3","8.5","ug/m3 LC","35","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/10/2021","AirNow","480290677","3","6.8","ug/m3 LC","28","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/11/2021","AirNow","480290677","3","5.2","ug/m3 LC","22","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/12/2021","AirNow","480290677","3","8.5","ug/m3 LC","35","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/13/2021","AirNow","480290677","3","9.1","ug/m3 LC","38","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/14/2021","AirNow","480290677","3","11","ug/m3 LC","46","Old Hwy 90","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.423937","-98.580511"
"01/01/2021","AirNow","480291069","2","4.2","ug/m3 LC","18","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/02/2021","AirNow","480291069","2","6.9","ug/m3 LC","29","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/03/2021","AirNow","480291069","2","12.6","ug/m3 LC","52","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/04/2021","AirNow","480291069","2","9.7","ug/m3 LC","40","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/05/2021","AirNow","480291069","2","7.7","ug/m3 LC","32","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/06/2021","AirNow","480291069","2","3.9","ug/m3 LC","16","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/07/2021","AirNow","480291069","2","4","ug/m3 LC","17","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/08/2021","AirNow","480291069","2","5.6","ug/m3 LC","23","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/09/2021","AirNow","480291069","2","8.5","ug/m3 LC","35","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/10/2021","AirNow","480291069","2","5.7","ug/m3 LC","24","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/11/2021","AirNow","480291069","2","5.4","ug/m3 LC","23","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/12/2021","AirNow","480291069","2","9.1","ug/m3 LC","38","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/13/2021","AirNow","480291069","2","11.9","ug/m3 LC","50","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/14/2021","AirNow","480291069","2","9.1","ug/m3 LC","38","San Antonio Interstate 35","1","100.0000","88101","PM2.5 - Local Conditions","41700","San Antonio-New Braunfels, TX","48","Texas","029","Bexar","29.529432","-98.391403"
"01/01/2021","AirNow","480371031","2","2.6","ug/m3 LC","11","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/02/2021","AirNow","480371031","2","4.6","ug/m3 LC","19","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/03/2021","AirNow","480371031","2","8","ug/m3 LC","33","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/04/2021","AirNow","480371031","2","6.2","ug/m3 LC","26","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/05/2021","AirNow","480371031","2","5","ug/m3 LC","21","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/06/2021","AirNow","480371031","2","5","ug/m3 LC","21","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/07/2021","AirNow","480371031","2","2.8","ug/m3 LC","12","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/08/2021","AirNow","480371031","2","6.8","ug/m3 LC","28","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/09/2021","AirNow","480371031","2","11.9","ug/m3 LC","50","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/10/2021","AirNow","480371031","2","9","ug/m3 LC","38","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/11/2021","AirNow","480371031","2","12.8","ug/m3 LC","52","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/12/2021","AirNow","480371031","2","13.3","ug/m3 LC","54","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/13/2021","AirNow","480371031","2","9.5","ug/m3 LC","40","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/14/2021","AirNow","480371031","2","5.6","ug/m3 LC","23","Texarkana New Boston","1","100.0000","88101","PM2.5 - Local Conditions","45500","Texarkana, TX-AR","48","Texas","037","Bowie","33.436111","-94.07778"
"01/01/2021","AirNow","480610006","2","12.9","ug/m3 LC","53","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/02/2021","AirNow","480610006","2","4.1","ug/m3 LC","17","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/03/2021","AirNow","480610006","2","8.8","ug/m3 LC","37","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/04/2021","AirNow","480610006","2","6.2","ug/m3 LC","26","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/05/2021","AirNow","480610006","2","6.4","ug/m3 LC","27","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/06/2021","AirNow","480610006","2","3.9","ug/m3 LC","16","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/07/2021","AirNow","480610006","2","7.1","ug/m3 LC","30","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/08/2021","AirNow","480610006","2","12.5","ug/m3 LC","52","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/09/2021","AirNow","480610006","2","4.6","ug/m3 LC","19","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/10/2021","AirNow","480610006","2","2","ug/m3 LC","8","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/11/2021","AirNow","480610006","2","4.8","ug/m3 LC","20","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/12/2021","AirNow","480610006","2","4.8","ug/m3 LC","20","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/13/2021","AirNow","480610006","2","9","ug/m3 LC","38","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/14/2021","AirNow","480610006","2","6.8","ug/m3 LC","28","Brownsville","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","25.892518","-97.49383"
"01/01/2021","AirNow","480612004","1","4","ug/m3 LC","17","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/02/2021","AirNow","480612004","1","4.8","ug/m3 LC","20","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/03/2021","AirNow","480612004","1","2.7","ug/m3 LC","11","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/04/2021","AirNow","480612004","1","3.9","ug/m3 LC","16","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/05/2021","AirNow","480612004","1","4.6","ug/m3 LC","19","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/06/2021","AirNow","480612004","1","5.9","ug/m3 LC","25","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/07/2021","AirNow","480612004","1","4.7","ug/m3 LC","20","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/08/2021","AirNow","480612004","1","3.2","ug/m3 LC","13","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/09/2021","AirNow","480612004","1","8.3","ug/m3 LC","35","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/10/2021","AirNow","480612004","1","2.9","ug/m3 LC","12","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
"01/11/2021","AirNow","480612004","1","3.8","ug/m3 LC","16","Isla Blanca Park","1","100.0000","88101","PM2.5 - Local Conditions","15180","Brownsville-Harlingen, TX","48","Texas","061","Cameron","26.0711","-97.1577"
