"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/12/2021","AirNow","060010007","3","16.6","ug/m3 LC","60","Livermore","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"01/13/2021","AirNow","060010007","3","9.3","ug/m3 LC","39","Livermore","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"01/14/2021","AirNow","060010007","3","6.6","ug/m3 LC","28","Livermore","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.687526","-121.784217"
"01/01/2021","AirNow","060010009","3","14.2","ug/m3 LC","55","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/02/2021","AirNow","060010009","3","9.4","ug/m3 LC","39","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/03/2021","AirNow","060010009","3","13.7","ug/m3 LC","54","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/04/2021","AirNow","060010009","3","8.3","ug/m3 LC","35","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/05/2021","AirNow","060010009","3","6.5","ug/m3 LC","27","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/06/2021","AirNow","060010009","3","10.1","ug/m3 LC","42","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/07/2021","AirNow","060010009","3","9.5","ug/m3 LC","40","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/08/2021","AirNow","060010009","3","12.3","ug/m3 LC","51","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/09/2021","AirNow","060010009","3","13","ug/m3 LC","53","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/10/2021","AirNow","060010009","3","11.7","ug/m3 LC","49","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/11/2021","AirNow","060010009","3","13.7","ug/m3 LC","54","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/12/2021","AirNow","060010009","3","17.3","ug/m3 LC","62","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/13/2021","AirNow","060010009","3","11.9","ug/m3 LC","50","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/14/2021","AirNow","060010009","3","10.1","ug/m3 LC","42","Oakland","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.743065","-122.169935"
"01/03/2021","AirNow","060010011","3","12.5","ug/m3 LC","52","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/04/2021","AirNow","060010011","3","6.5","ug/m3 LC","27","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/05/2021","AirNow","060010011","3","7","ug/m3 LC","29","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/06/2021","AirNow","060010011","3","9","ug/m3 LC","38","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/07/2021","AirNow","060010011","3","8.8","ug/m3 LC","37","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/08/2021","AirNow","060010011","3","10.4","ug/m3 LC","43","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/09/2021","AirNow","060010011","3","11.2","ug/m3 LC","47","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/10/2021","AirNow","060010011","3","9.1","ug/m3 LC","38","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/11/2021","AirNow","060010011","3","13.1","ug/m3 LC","53","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/12/2021","AirNow","060010011","3","17","ug/m3 LC","61","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/13/2021","AirNow","060010011","3","13.8","ug/m3 LC","55","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/14/2021","AirNow","060010011","3","10.7","ug/m3 LC","45","Oakland West","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.814781","-122.282347"
"01/01/2021","AirNow","060010012","3","16.6","ug/m3 LC","60","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/02/2021","AirNow","060010012","3","8.6","ug/m3 LC","36","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/03/2021","AirNow","060010012","3","14.3","ug/m3 LC","56","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/04/2021","AirNow","060010012","3","8.2","ug/m3 LC","34","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/05/2021","AirNow","060010012","3","7.1","ug/m3 LC","30","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/06/2021","AirNow","060010012","3","9.1","ug/m3 LC","38","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/08/2021","AirNow","060010012","3","11.2","ug/m3 LC","47","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/09/2021","AirNow","060010012","3","12.2","ug/m3 LC","51","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/10/2021","AirNow","060010012","3","12.1","ug/m3 LC","51","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/11/2021","AirNow","060010012","3","15","ug/m3 LC","57","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/12/2021","AirNow","060010012","3","17.9","ug/m3 LC","63","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/13/2021","AirNow","060010012","3","12.5","ug/m3 LC","52","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/14/2021","AirNow","060010012","3","13.8","ug/m3 LC","55","Laney College","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.793624","-122.263376"
"01/01/2021","AirNow","060010013","3","17.9","ug/m3 LC","63","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/02/2021","AirNow","060010013","3","9.7","ug/m3 LC","40","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/03/2021","AirNow","060010013","3","13.5","ug/m3 LC","54","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/04/2021","AirNow","060010013","3","8.9","ug/m3 LC","37","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/05/2021","AirNow","060010013","3","7.2","ug/m3 LC","30","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/06/2021","AirNow","060010013","3","11.8","ug/m3 LC","49","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/07/2021","AirNow","060010013","3","12.8","ug/m3 LC","52","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/08/2021","AirNow","060010013","3","12.8","ug/m3 LC","52","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/10/2021","AirNow","060010013","3","12.8","ug/m3 LC","52","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/11/2021","AirNow","060010013","3","14.5","ug/m3 LC","56","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/12/2021","AirNow","060010013","3","18.2","ug/m3 LC","64","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/13/2021","AirNow","060010013","3","12.5","ug/m3 LC","52","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/14/2021","AirNow","060010013","3","12.1","ug/m3 LC","51","Berkeley Aquatic Park","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.8647670009145","-122.302741"
"01/01/2021","AirNow","060010015","3","13.5","ug/m3 LC","54","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/02/2021","AirNow","060010015","3","15.1","ug/m3 LC","57","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/03/2021","AirNow","060010015","3","11.6","ug/m3 LC","48","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/04/2021","AirNow","060010015","3","7.8","ug/m3 LC","33","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/05/2021","AirNow","060010015","3","7.2","ug/m3 LC","30","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/06/2021","AirNow","060010015","3","10.7","ug/m3 LC","45","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/07/2021","AirNow","060010015","3","9.7","ug/m3 LC","40","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/08/2021","AirNow","060010015","3","12.8","ug/m3 LC","52","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/09/2021","AirNow","060010015","3","9.6","ug/m3 LC","40","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/10/2021","AirNow","060010015","3","15.9","ug/m3 LC","59","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/11/2021","AirNow","060010015","3","16.9","ug/m3 LC","61","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/12/2021","AirNow","060010015","3","17.9","ug/m3 LC","63","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/13/2021","AirNow","060010015","3","12.9","ug/m3 LC","53","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/14/2021","AirNow","060010015","3","7.9","ug/m3 LC","33","Pleasanton - Owens Ct","1","100.0000","88101","PM2.5 - Local Conditions","41860","San Francisco-Oakland-Hayward, CA","06","California","001","Alameda","37.7012220009132","-121.903019"
"01/01/2021","AirNow","060070008","3","23.1","ug/m3 LC","74","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/02/2021","AirNow","060070008","3","17.9","ug/m3 LC","63","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/03/2021","AirNow","060070008","3","17.2","ug/m3 LC","62","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/04/2021","AirNow","060070008","3","7.5","ug/m3 LC","31","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/05/2021","AirNow","060070008","3","8.1","ug/m3 LC","34","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/06/2021","AirNow","060070008","3","14.1","ug/m3 LC","55","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/07/2021","AirNow","060070008","3","13.5","ug/m3 LC","54","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/08/2021","AirNow","060070008","3","16.5","ug/m3 LC","60","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/09/2021","AirNow","060070008","3","10.1","ug/m3 LC","42","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/10/2021","AirNow","060070008","3","16.7","ug/m3 LC","61","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/11/2021","AirNow","060070008","3","24.5","ug/m3 LC","77","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/12/2021","AirNow","060070008","3","20.2","ug/m3 LC","68","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/13/2021","AirNow","060070008","3","16.3","ug/m3 LC","60","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/14/2021","AirNow","060070008","3","11.2","ug/m3 LC","47","Chico-East Avenue","1","100.0000","88101","PM2.5 - Local Conditions","17020","Chico, CA","06","California","007","Butte","39.76168","-121.84047"
"01/01/2021","AirNow","060072002","3","6.6","ug/m3 LC","28","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/02/2021","AirNow","060072002","3","5.4","ug/m3 LC","23","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/03/2021","AirNow","060072002","3","4.3","ug/m3 LC","18","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/04/2021","AirNow","060072002","3","1.7","ug/m3 LC","7","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/05/2021","AirNow","060072002","3","2.5","ug/m3 LC","10","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/06/2021","AirNow","060072002","3","3.8","ug/m3 LC","16","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/07/2021","AirNow","060072002","3","2.6","ug/m3 LC","11","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/08/2021","AirNow","060072002","3","3.4","ug/m3 LC","14","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/09/2021","AirNow","060072002","3","2.6","ug/m3 LC","11","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/10/2021","AirNow","060072002","3","7.4","ug/m3 LC","31","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/11/2021","AirNow","060072002","3","8.6","ug/m3 LC","36","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/12/2021","AirNow","060072002","3","5.6","ug/m3 LC","23","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/13/2021","AirNow","060072002","3","3.2","ug/m3 LC","13","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/14/2021","AirNow","060072002","3","3.4","ug/m3 LC","14","Paradise - Theater","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.77919","-121.59135"
"01/01/2021","AirNow","060074001","3","15.6","ug/m3 LC","58","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/02/2021","AirNow","060074001","3","15.7","ug/m3 LC","59","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/03/2021","AirNow","060074001","3","15.5","ug/m3 LC","58","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/04/2021","AirNow","060074001","3","7.3","ug/m3 LC","30","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/05/2021","AirNow","060074001","3","6.8","ug/m3 LC","28","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/06/2021","AirNow","060074001","3","15.8","ug/m3 LC","59","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/07/2021","AirNow","060074001","3","9.6","ug/m3 LC","40","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/08/2021","AirNow","060074001","3","18.4","ug/m3 LC","64","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/09/2021","AirNow","060074001","3","8.9","ug/m3 LC","37","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/10/2021","AirNow","060074001","3","21.5","ug/m3 LC","71","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/11/2021","AirNow","060074001","3","19","ug/m3 LC","66","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/12/2021","AirNow","060074001","3","22.9","ug/m3 LC","74","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/13/2021","AirNow","060074001","3","17.4","ug/m3 LC","62","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
"01/14/2021","AirNow","060074001","3","10.7","ug/m3 LC","45","TRAFFIC, RURAL PAVED ROAD","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","17020","Chico, CA","06","California","007","Butte","39.327563","-121.668811"
