"","geo_value","signal","time_value","direction","issue","lag","value","stderr","sample_size","data_source"
"1","06001","full_time_work_prop","2020-02-20",1,2020-06-23,124,0.070562483200388,0.0012987586579929,1042,"safegraph"
"2","06001","full_time_work_prop","2020-02-21",1,2020-06-23,123,0.079196367190965,0.0016990568415917,1040,"safegraph"
"3","06001","full_time_work_prop","2020-02-22",0,2020-06-23,122,0.029570557450634,0.0006211248510572,1041,"safegraph"
"4","06001","full_time_work_prop","2020-02-23",-1,2020-06-23,121,0.027495060920104,0.00063881272895997,1041,"safegraph"
"5","06001","full_time_work_prop","2020-02-24",-1,2020-06-23,120,0.072125372004013,0.001335025709113,1041,"safegraph"
"6","06001","full_time_work_prop","2020-02-25",-1,2020-06-23,119,0.033129824485434,0.00079640076702678,1043,"safegraph"
"7","06001","full_time_work_prop","2020-02-26",0,2020-06-23,118,0.070923543897929,0.0013883496917388,1043,"safegraph"
"8","06001","full_time_work_prop","2020-02-27",0,2020-06-23,117,0.072657663263812,0.0014091869326151,1041,"safegraph"
"9","06001","full_time_work_prop","2020-02-28",1,2020-06-23,116,0.063337754892688,0.0011515473630322,1041,"safegraph"
"10","06001","full_time_work_prop","2020-02-29",0,2020-06-23,115,0.032244813587855,0.0006943235655279,1040,"safegraph"
"11","06001","full_time_work_prop","2020-03-01",-1,2020-06-23,114,0.028380153586476,0.0006533624088195,1044,"safegraph"
"12","06001","full_time_work_prop","2020-03-02",0,2020-06-23,113,0.084064108010294,0.0015821551590753,1044,"safegraph"
"13","06001","full_time_work_prop","2020-03-03",0,2020-06-23,112,0.075793685158845,0.0013579755898234,1045,"safegraph"
"14","06001","full_time_work_prop","2020-03-04",0,2020-06-23,111,0.069976596867193,0.0016109721040115,1043,"safegraph"
"15","06001","full_time_work_prop","2020-03-05",1,2020-06-23,110,0.078240439450256,0.0015114556703578,1044,"safegraph"
"16","06001","full_time_work_prop","2020-03-06",1,2020-06-23,109,0.06981111778596,0.0013985450554385,1043,"safegraph"
"17","06001","full_time_work_prop","2020-03-07",0,2020-06-23,108,0.02981897426768,0.00064938655406091,1044,"safegraph"
"18","06001","full_time_work_prop","2020-03-08",-1,2020-06-23,107,0.036334177435225,0.0011263994109874,1044,"safegraph"
"19","06001","full_time_work_prop","2020-03-09",0,2020-06-23,106,0.089294718793369,0.0015148238081789,1045,"safegraph"
"20","06001","full_time_work_prop","2020-03-10",0,2020-06-23,105,0.08552673380017,0.0016071666733722,1041,"safegraph"
"21","06001","full_time_work_prop","2020-03-11",0,2020-06-23,104,0.076601320413719,0.0013937639458938,1041,"safegraph"
"22","06001","full_time_work_prop","2020-03-12",1,2020-06-23,103,0.074117264095685,0.0012812866037595,1041,"safegraph"
"23","06001","full_time_work_prop","2020-03-13",1,2020-06-23,102,0.065431222733573,0.0014035101484595,1041,"safegraph"
"24","06001","full_time_work_prop","2020-03-14",0,2020-06-23,101,0.044928751139686,0.001099848375213,1041,"safegraph"
"25","06001","full_time_work_prop","2020-03-15",-1,2020-06-23,100,0.036111224381992,0.00092868501402706,1042,"safegraph"
"26","06001","full_time_work_prop","2020-03-16",-1,2020-06-23,99,0.062660858965377,0.0013390586836023,1042,"safegraph"
"27","06001","full_time_work_prop","2020-03-17",-1,2020-06-23,98,0.045057658664767,0.00090690887063162,1041,"safegraph"
"28","06001","full_time_work_prop","2020-03-18",-1,2020-06-23,97,0.046405504363583,0.001144324009021,1040,"safegraph"
"29","06001","full_time_work_prop","2020-03-19",0,2020-06-23,96,0.039290923344326,0.0007990564119331,1041,"safegraph"
"30","06001","full_time_work_prop","2020-03-20",0,2020-06-23,95,0.03807862058563,0.00080448365005889,1042,"safegraph"
"31","06001","full_time_work_prop","2020-03-21",0,2020-06-23,94,0.045139095617031,0.0011894090654229,1040,"safegraph"
"32","06001","full_time_work_prop","2020-03-22",-1,2020-06-23,93,0.036823576143563,0.00075720348014946,1041,"safegraph"
"33","06001","full_time_work_prop","2020-03-23",0,2020-06-23,92,0.03979479361494,0.00085037961627726,1045,"safegraph"
"34","06001","full_time_work_prop","2020-03-24",0,2020-06-23,91,0.047479688285962,0.0011008110044715,1045,"safegraph"
"35","06001","full_time_work_prop","2020-03-25",0,2020-06-23,90,0.052841208539901,0.0011208247023647,1043,"safegraph"
"36","06001","full_time_work_prop","2020-03-26",0,2020-06-23,89,0.048204357438716,0.0010505440954545,1039,"safegraph"
"37","06001","full_time_work_prop","2020-03-27",0,2020-06-23,88,0.051478777447719,0.0011655880208053,1041,"safegraph"
"38","06001","full_time_work_prop","2020-03-28",0,2020-06-23,87,0.032714808678129,0.00066620040096741,1041,"safegraph"
"39","06001","full_time_work_prop","2020-03-29",0,2020-06-23,86,0.033205485851886,0.00072231592505111,1041,"safegraph"
"40","06001","full_time_work_prop","2020-03-30",0,2020-06-23,85,0.042750432282316,0.00095582473135768,1043,"safegraph"
"41","06001","full_time_work_prop","2020-03-31",0,2020-06-23,84,0.05538226993615,0.0014424463787401,1043,"safegraph"
"42","06001","full_time_work_prop","2020-04-01",0,2020-06-23,83,0.041942087153621,0.00086739554573279,1041,"safegraph"
"43","06001","full_time_work_prop","2020-04-02",0,2020-06-23,82,0.042029299993687,0.00089223362571443,1043,"safegraph"
"44","06001","full_time_work_prop","2020-04-03",0,2020-06-23,81,0.050362589772691,0.0012505463546597,1042,"safegraph"
"45","06001","full_time_work_prop","2020-04-04",0,2020-06-23,80,0.033755167968815,0.00088509508643029,1041,"safegraph"
"46","06001","full_time_work_prop","2020-04-05",0,2020-06-23,79,0.03151867474556,0.00076885513662989,1039,"safegraph"
"47","06001","full_time_work_prop","2020-04-06",0,2020-06-23,78,0.046451928011609,0.00099132216567676,1040,"safegraph"
"48","06001","full_time_work_prop","2020-04-07",0,2020-06-23,77,0.046135109957422,0.0010159118475319,1043,"safegraph"
"49","06001","full_time_work_prop","2020-04-08",0,2020-06-23,76,0.039582570330026,0.00081797966401873,1042,"safegraph"
"50","06001","full_time_work_prop","2020-04-09",0,2020-06-23,75,0.047200282909349,0.0011099977592358,1042,"safegraph"
"51","06001","full_time_work_prop","2020-04-10",0,2020-06-23,74,0.038976466555757,0.0009139655484587,1041,"safegraph"
"52","06001","full_time_work_prop","2020-04-11",0,2020-06-23,73,0.032688590037806,0.00070379742097333,1041,"safegraph"
"53","06001","full_time_work_prop","2020-04-12",0,2020-06-23,72,0.034196805996438,0.00076711375182875,1039,"safegraph"
"54","06001","full_time_work_prop","2020-04-13",0,2020-06-23,71,0.043607721128091,0.00091117487879826,1039,"safegraph"
"55","06001","full_time_work_prop","2020-04-14",0,2020-06-23,70,0.044112382504247,0.00096285913173832,1037,"safegraph"
"56","06001","full_time_work_prop","2020-04-15",0,2020-06-23,69,0.040865403549957,0.00081065224177046,1040,"safegraph"
