"","geo_value","signal","time_value","direction","issue","lag","value","stderr","sample_size","data_source"
"1","06001","completely_home_prop",2020-02-20,0,2020-06-23,124,0.20318964265228,0.0024139491545524,1042,"safegraph"
"2","06001","completely_home_prop",2020-02-21,-1,2020-06-23,123,0.22112331861475,0.0027231911548865,1040,"safegraph"
"3","06001","completely_home_prop",2020-02-22,-1,2020-06-23,122,0.22158735542022,0.0025939963174069,1041,"safegraph"
"4","06001","completely_home_prop",2020-02-23,0,2020-06-23,121,0.26001429739066,0.0027474672026836,1041,"safegraph"
"5","06001","completely_home_prop",2020-02-24,0,2020-06-23,120,0.21073092582484,0.0025662022577453,1041,"safegraph"
"6","06001","completely_home_prop",2020-02-25,1,2020-06-23,119,0.35506834887266,0.0029184751863738,1043,"safegraph"
"7","06001","completely_home_prop",2020-02-26,0,2020-06-23,118,0.18827674162315,0.0026486086530127,1043,"safegraph"
"8","06001","completely_home_prop",2020-02-27,0,2020-06-23,117,0.20113306467084,0.0025278989372152,1041,"safegraph"
"9","06001","completely_home_prop",2020-02-28,0,2020-06-23,116,0.19387202851786,0.0024013736774096,1041,"safegraph"
"10","06001","completely_home_prop",2020-02-29,0,2020-06-23,115,0.22787122181322,0.0027126469316522,1040,"safegraph"
"11","06001","completely_home_prop",2020-03-01,0,2020-06-23,114,0.30995349095959,0.0027029335454038,1044,"safegraph"
"12","06001","completely_home_prop",2020-03-02,0,2020-06-23,113,0.257199554161,0.0029714228456789,1044,"safegraph"
"13","06001","completely_home_prop",2020-03-03,1,2020-06-23,112,0.2173669596494,0.0025209738108084,1045,"safegraph"
"14","06001","completely_home_prop",2020-03-04,0,2020-06-23,111,0.21601140475884,0.0031073517217537,1043,"safegraph"
"15","06001","completely_home_prop",2020-03-05,0,2020-06-23,110,0.2177937211093,0.0026929449956256,1044,"safegraph"
"16","06001","completely_home_prop",2020-03-06,-1,2020-06-23,109,0.22122520188627,0.0027404276533439,1043,"safegraph"
"17","06001","completely_home_prop",2020-03-07,-1,2020-06-23,108,0.25424189432863,0.0030039508752613,1044,"safegraph"
"18","06001","completely_home_prop",2020-03-08,1,2020-06-23,107,0.30163960098759,0.0033214548256105,1044,"safegraph"
"19","06001","completely_home_prop",2020-03-09,1,2020-06-23,106,0.24386916455459,0.0026179276490683,1045,"safegraph"
"20","06001","completely_home_prop",2020-03-10,1,2020-06-23,105,0.2344483780793,0.0028121910919968,1041,"safegraph"
