state,county,business_closed,business_closed_date,business_closed_url,business_open,business_open_date,business_open_url,school_closed,school_closed_date,school_closed_url,school_open,school_open_date,school_open_url,college_closed,college_closed_date,college_closed_url,college_open,college_open_date,college_open_url,religion_closed,religion_closed_date,religion_closed_url,religion_open,religion_open_date,religion_open_url,lockdown_closed,lockdown_closed_date,lockdown_closed_url,lockdown_open,lockdown_open_date,lockdown_open_url
Hawaii,Kauai County,Yes,2020-03-17,https://governor.hawaii.gov/newsroom/latest-news/proper-use-of-covid-19-tests-imperative-there-is-a-current-shortage-of-hand-sanitizers-and-toilet-paper-in-hawaii-in-part-because-of-the-publics-over-reaction-to-covid-19-the-hawai/,No,,,Yes,2020-03-14,http://www.hawaiipublicschools.org/ConnectWithUs/MediaRoom/PressReleases/Pages/DOE-extends-spring-break.aspx,No,,,Yes,2020-03-14,https://www.hawaii.edu/news/2020/03/12/uh-actions-address-covid-19/,No,,,Yes,2020-03-17,https://www.catholichawaii.org/media/649664/memo-to-diocese-re-covid-19-precautions-3-16-20.pdf,No,,,Yes,2020-03-25,https://governor.hawaii.gov/wp-content/uploads/2020/03/2003162-ATG_Third-Supplementary-Proclamation-for-COVID-19-signed.pdf,No,,
Hawaii,Maui County,Yes,2020-03-16,https://www.mauicounty.gov/CivicAlerts.aspx?AID=9910,No,,,Yes,2020-03-19,http://www.hawaiipublicschools.org/ConnectWithUs/MediaRoom/PressReleases/Pages/HIDOE-extends-school-closures-implements-remote-work-to-maintain-essential-functions.aspx,No,,,Yes,2020-03-12,https://www.hawaiinewsnow.com/2020/03/13/list-what-events-are-canceled-how-are-schools-planning-heres-latest/,No,,,Yes,2020-03-12,https://www.staradvertiser.com/2020/03/12/breaking-news/from-merrie-monarch-to-uh-sports-see-whats-been-affected-by-the-coronavirus/,No,,,Yes,2020-03-25,https://www.mauicounty.gov/2370/COVID-19-Coronavirus-Information,No,,
Idaho,Ada County,Yes,2020-03-25,https://idahobusinessreview.com/2020/03/25/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,No,,,Yes,2020-03-23,https://www.idahostatesman.com/news/coronavirus/article241449166.html,No,,,Yes,2020-03-16,https://www.boisestate.edu/publicsafety-emergencymanagement/information-on-the-2019-novel-coronavirus/,No,,,Yes,2020-03-13,https://www.idahostatesman.com/news/local/community/boise/article241148121.html,No,,,Yes,2020-03-26,https://www.idahostatejournal.com/coronavirus/stay-at-home-gov-little-issues-self-isolation-order-directs-all-non-essential-businesses-to/article_312853a2-dc4e-5d6c-b99e-9ffd4a180784.html,No,,
Idaho,Bannock County,Yes,2020-03-25,https://www.ktvb.com/article/news/health/coronavirus/live-idaho-coronavirus-updates-state-totals-new-cases/277-a0111340-ad99-4bf2-99b1-ea0d73ef777b,No,,,Yes,2020-03-17,https://www.idahostatejournal.com/news/breaking/pocatello-chubbuck-schools-among-many-in-idaho-closing-due-to-virus/article_c82ee137-d997-52c9-bf17-598e564245a8.html,No,,,Yes,2020-03-14,https://www.isu.edu/coronavirus/,No,,,Yes,2020-03-19,https://www.facebook.com/pg/Pocatello-Baptist-Church-151420568216021/posts/,No,,,Yes,2020-03-25,https://www.ktvb.com/article/news/health/coronavirus/live-idaho-coronavirus-updates-state-totals-new-cases/277-a0111340-ad99-4bf2-99b1-ea0d73ef777b,No,,
Idaho,Blaine County,Yes,2020-03-17,https://www.co.blaine.id.us/CivicAlerts.aspx?AID=163,No,,,Yes,2020-03-12,https://www.blaineschools.org/Domain/1219,No,,,Yes,2020-03-14,https://www.mtexpress.com/news/csi-blaine-local-k-12-schools-close-for-covid-19/article_bcb13fe2-67b2-11ea-8c76-930e617665c6.html,No,,,Yes,2020-03-20,https://www.mtexpress.com/news/blaine_county/with-empty-pews-churches-go-online/article_89fa3bac-6a56-11ea-b956-bb509b1d3344.html,No,,,Yes,2020-03-20,https://www.co.blaine.id.us/DocumentCenter/View/11087/Blaine-County-Self-Isolation-Order-3-20-2020-FINAL?bidId=,No,,
Idaho,Boise County,Yes,2020-03-25,https://boisedev.com/news/2020/03/25/idaho-stay-at-home-order/,No,,,Yes,2020-03-17,https://www.idahostatesman.com/news/local/community/boise/article241231351.html,No,,,Yes,2020-03-14,https://www.boisestate.edu/news/2020/03/13/boise-state-to-deliver-all-courses-remotely-for-the-remainder-of-the-spring-semester-research-most-other-functions-will-continue/,No,,,Yes,2020-03-18,https://www.facebook.com/mark.veristain.94/videos/657671661700048/UzpfSTE0Mjg0NjM0MjQwOTg0ODozMjczNjkwNzUyNjU4NzA5/,No,,,Yes,2020-03-25,https://www.ktvb.com/article/news/health/coronavirus/live-idaho-coronavirus-updates-state-totals-new-cases/277-a0111340-ad99-4bf2-99b1-ea0d73ef777b,No,,
Idaho,Canyon County,Yes,2020-03-25,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,No,,,Yes,2020-03-16,https://www.idahostatesman.com/news/local/community/boise/article241231351.html,No,,,Yes,2020-03-23,https://www.idahostatesman.com/news/coronavirus/article241284731.html,No,,,Yes,2020-03-25,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,No,,,Yes,2020-03-25,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,No,,
Idaho,Cassia County,Yes,2020-03-25,https://www.idahostatejournal.com/coronavirus/stay-at-home-gov-little-issues-self-isolation-order-directs-all-non-essential-businesses-to/article_312853a2-dc4e-5d6c-b99e-9ffd4a180784.html,No,,,Yes,2020-03-17,https://magicvalley.com/news/local/education/school-closures-hit-the-magic-valley-here-are-the-latest-updates/article_ceeed4e4-e94a-59dc-8bc1-7a3b9c240ea1.html,No,,,Yes,2020-03-14,https://www.csi.edu/coronavirus/,No,,,Yes,2020-03-16,https://www.facebook.com/pg/Gracechurchidaho/posts/?ref=page_internal,No,,,Yes,2020-03-25,https://www.idahostatejournal.com/coronavirus/stay-at-home-gov-little-issues-self-isolation-order-directs-all-non-essential-businesses-to/article_312853a2-dc4e-5d6c-b99e-9ffd4a180784.html,No,,
Idaho,Elmore County,Yes,2020-03-25,https://gov.idaho.gov/pressrelease/governor-little-issues-statewide-stay-home-order-signs-extreme-emergency-declaration/,Yes,4/30/20,https://gov.idaho.gov/pressrelease/governor-little-charts-path-to-prosperity-extends-statewide-stay-home-order-to-april-30-with-exceptions/,Yes,2020-03-17,https://www.idahoednews.org/news/school-closures-across-idaho/,No,,,Yes,2020-03-14,https://cwi.edu/cwi-covid-19-communicatons#march_covi,No,,,Yes,2020-03-21,https://www.facebook.com/pg/ccmountainhome/posts/?ref=page_internal,Yes,8-May-20,http://www.ccmountainhome.com,Yes,2020-03-25,https://www.mountainhomenews.com/health,No,,
Idaho,Payette County,Yes,2020-03-25,https://idahonews.com/news/coronavirus/idaho-governor-brad-little-coronavirus-update-wednesday-covid19,No,,,Yes,2020-03-18,https://www.argusobserver.com/news/coronavirus/payette-county-public-schools-to-close-wednesday/article_ebe86a5a-6862-11ea-a312-37a0ca0ae80b.html,No,,,Yes,2020-03-14,https://www.collegeofidaho.edu/covid-19-updates,No,,,Yes,2020-03-29,https://www.facebook.com/ValleyChristianChurchFruitland/videos/214989589721642/,No,,,Yes,2020-03-25,https://idahonews.com/news/coronavirus/idaho-governor-brad-little-coronavirus-update-wednesday-covid19,No,,
Idaho,Teton County,Yes,2020-03-25,https://coronavirus-response-tetonidaho.hub.arcgis.com,No,,,Yes,2020-03-21,https://tsd401.org/category/covid-19/page/3/,No,,,Yes,2020-03-18,http://www.cei.edu/about-us/news-and-events/covid-19,No,,,Yes,2020-03-15,https://www.facebook.com/permalink.php?story_fbid=1306252419585507&id=159799837564110,No,,,Yes,2020-03-25,https://coronavirus-response-tetonidaho.hub.arcgis.com,No,,
Idaho,Twin Falls County,Yes,2020-03-25,https://www.idahostatejournal.com/coronavirus/stay-at-home-gov-little-issues-self-isolation-order-directs-all-non-essential-businesses-to/article_312853a2-dc4e-5d6c-b99e-9ffd4a180784.html,No,,,Yes,2020-03-14,https://www.tfsd.org/news/page/3/,No,,,Yes,2020-03-14,https://www.csi.edu/coronavirus/,No,,,Yes,2020-03-22,https://mailchi.mp/3640e7cbed06/covid-19-social-distancing-and-our-building-march-16th-update?fbclid=IwAR35Oap8wHTd6f-Y6fyofPbhRCWisLvsvFjXzcvnqFZ_jbAi0Z9kKeRVRJQ,No,,,Yes,2020-03-25,https://idahonews.com/news/coronavirus/idaho-governor-brad-little-coronavirus-update-wednesday-covid19,No,,
Illinois,Champaign County,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,,Yes,2020-03-14,https://www.champaignschools.org/news-room/article/26221,No,,,Yes,2020-03-14,https://covid19.illinois.edu/massmails-no-more-face-to-face-instruction-and-students-asked-to-move-home/,No,,,Yes,2020-03-14,https://cdop.org/2020/03/suspension-of-all-public-masses/,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,
Illinois,Cook County,Yes,2020-03-21,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21288,No,,,Yes,2020-03-16,https://abc7chicago.com/276770/,No,,,Yes,2020-03-09,https://www.nbcchicago.com/news/local/loyola-academy-in-wilmette-cancels-classes-over-coronavirus-exposure/2233487/,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21288,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/news-item.aspx?ReleaseID=21288,No,,
Illinois,DuPage County,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,,Yes,2020-03-14,https://dg58.org/blog/2020/03/13/district-58-schools-closed-march-16-april-3-new-schedule-implemented/,No,,,Yes,2020-03-07,https://www.wheaton.edu/life-at-wheaton/student-development-offices/student-health/student-health-services/covid-19/,No,,,Yes,2020-03-19,https://www.dioceseofjoliet.org/bishop/content1.php?secid=74,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,
Illinois,Kane County,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,,Yes,2020-03-13,https://www.u-46.org/site/default.aspx?PageType=3&DomainID=10846&ModuleInstanceID=27768&ViewID=6446EE88-D30C-497E-9316-3F8874B3E108&RenderLoc=0&FlexDataID=47635&PageID=15532,No,,,Yes,2020-03-14,https://www.waubonsee.edu/covid19#PastUpdates,No,,,Yes,2020-03-18,https://www.mystateline.com/news/local-news/diocese-of-rockford-suspends-all-catholic-mass/,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,
Illinois,Lake County,Yes,2020-03-21,https://www.lakecountyil.gov/CivicAlerts.aspx?AID=2209,No,,,Yes,2020-03-16,https://www.record-bee.com/2020/03/16/coronavirus-concerns-close-lake-county-schools/https://www.record-bee.com/2020/03/16/coronavirus-concerns-close-lake-county-schools/,No,,,Yes,2020-03-17,https://www.clcillinois.edu/aboutclc/news/2020/03/16/updated-campus-closes-clc-continues-classes-with-alternative-delivery,No,,,Yes,,,No,,,Yes,2020-03-21,https://coronavirus.illinois.gov/s/stay-at-home-faqs#a6What%20About%20Vulnerable%20and%20Children%20Populations,No,,
Illinois,McHenry County,Yes,2020-03-21,https://www.mchenrycountyil.gov/home/showdocument?id=97385,No,,,Yes,2020-03-14,https://www.nwherald.com/2020/03/13/school-closure-list/ae3uogx/,No,,,Yes,2020-03-14,https://www.mchenry.edu/coronavirus/index.asp,No,,,Yes,2020-03-13,https://patch.com/illinois/palatine/willow-creek-cancels-services-goes-online,No,,,Yes,2020-03-21,https://www.mchenrycountyil.gov/home/showdocument?id=97385,No,,
Illinois,Peoria County,Yes,2020-03-21,https://www.pjstar.com/news/20200320/pritzker-issues-lockdown-order-requiring-illinois-residents-shelter-in-place-starting-saturday-at-5-pm,No,,,Yes,2020-03-16,https://www.933thedrive.com/2020/03/14/peoria-public-schools-set-to-close-for-two-weeks/,No,,,Yes,2020-03-13,https://www.bradley.edu/sites/coronavirus/,No,,,Yes,2020-03-21,https://www.centralillinoisproud.com/news/local-news/peoria-county-officers-break-up-parking-lot-church-service-remind-people-not-to-attend-religious-services-to-prevent-possible-covid-19-spread/,No,,,Yes,2020-03-21,https://www.pjstar.com/news/20200320/pritzker-issues-lockdown-order-requiring-illinois-residents-shelter-in-place-starting-saturday-at-5-pm,No,,
Illinois,Sangamon County,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,,Yes,2020-03-14,https://www.sps186.org/coronavirus/?i=818617,No,,,Yes,2020-03-07,https://www.uis.edu/covid-19/uis-updates/message-from-the-chancellor-03-12-20/,No,,,Yes,2020-03-12,https://newschannel20.com/news/local/west-side-church-to-have-online-worship-due-to-covid-19,No,,,Yes,2020-03-21,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-10.aspx,No,,
Illinois,Winnebago County,Yes,2020-03-21,https://www.illinoispolicy.org/pritzker-orders-illinoisans-to-shelter-in-place-until-april-7/,No,,,Yes,2020-03-13,http://rockrivertimes.com/2020/03/13/covid-19-rockford-public-schools-to-close-until-march-30/,No,,,Yes,2020-03-14,https://www.rockvalleycollege.edu/About/COVID19.cfm,No,,,Yes,2020-03-18,https://www.mystateline.com/news/local-news/diocese-of-rockford-suspends-all-catholic-mass/,No,,,Yes,2020-03-21,https://www.illinoispolicy.org/pritzker-orders-illinoisans-to-shelter-in-place-until-april-7/,No,,
Indiana,Allen County,Yes,2020-03-23,https://www.allencountyhealth.com/wp-content/uploads/2020/03/Gov.-Holcomb-Executive-Order-20-08-Stay-at-Home.pdf,No,,,Yes,2020-03-13,https://www.wane.com/news/local-news/fwcs-closing-all-schools-until-mid-april/,No,,,Yes,2020-03-11,https://twitter.com/purduefw/status/1237781653453504513,No,,,Yes,2020-03-22,https://www.wboi.org/post/allen-county-health-department-bans-gatherings-10-people-same-structure-cancels-church#stream/0,No,,,Yes,2020-03-23,https://www.indystar.com/story/news/health/2020/03/24/indiana-stay-home-order-everything-you-need-know-coronavirus/2911266001/,No,,
Indiana,Boone County,Yes,2020-03-24,https://www.ibj.com/articles/holcomb-orders-hoosiers-to-stay-home-through-april-7,No,,,Yes,2020-03-13,https://4.files.edl.io/6b2b/04/17/20/173611-3f2cee43-2c52-4fef-9349-83a9020b0dc6.pdf,No,,,Yes,2020-03-14,https://www.indianatech.edu/coronavirus/,No,,,Yes,2020-03-18,https://www.facebook.com/accesschurchlebanon/posts/2763656323683578?__tn__=K-R,No,,,Yes,2020-03-24,https://www.ibj.com/articles/holcomb-orders-hoosiers-to-stay-home-through-april-7,No,,
Indiana,Hamilton County,Yes,2020-03-24,https://www.wishtv.com/news/indiana-news/indianas-nonessential-businesses-close-owners-fear-effect-on-bottom-line/,No,,,Yes,2020-03-16,https://www.wthr.com/article/hamilton-county-schools-closing-due-covid-19-outbreak,No,,,Yes,2020-03-23,,No,,,Yes,2020-03-15,https://www.indystar.com/story/news/health/2020/03/14/indiana-coronavirus-updates-news-latest-developments-covid-19/5024921002/,No,,,Yes,2020-03-25,https://www.purdueexponent.org/city_state/article_55c81976-6d21-11ea-97a9-c33cac9a1fe8.html,No,,
Indiana,Marion County,Yes,2020-03-24,https://www.indystar.com/story/news/2020/03/23/indiana-coronavirus-updates-covid-19-latest-news/2898429001/,No,,,Yes,2020-03-16,https://www.marionschools.net/site/default.aspx?pageid=1,No,,,Yes,2020-03-16,https://www.marionschools.net/site/default.aspx?pageid=1,No,,,Yes,2020-03-23,https://www.indystar.com/story/news/2020/03/23/indiana-coronavirus-updates-covid-19-latest-news/2898429001/,No,,,Yes,2020-03-24,https://www.indystar.com/story/news/2020/03/23/indiana-coronavirus-updates-covid-19-latest-news/2898429001/,No,,
Indiana,Monroe County,Yes,2020-03-25,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,No,,,Yes,2020-03-13,https://www.idsnews.com/article/2020/03/monroe-county-schools-close-for-two-weeks-after-potential-covid-19-exposure,No,,,Yes,2020-03-14,https://president.iu.edu/speeches/statements/2020/03-10-coronavirus-letter.html,No,,,Yes,2020-03-18,https://www.nwitimes.com/news/local/indiana-s-catholic-bishops-suspend-public-mass-celebrations-amid-covid/article_93f32f85-54da-5dbf-973d-57150f8f7c01.html,No,,,Yes,2020-03-25,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,No,,
Indiana,St. Joseph County,Yes,2020-03-25,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,No,,,Yes,2020-03-13,https://www.phmschools.org/parents/mar-2020/covid-19-update-phm-schools-closing-elearning-31220,No,,,Yes,2020-03-07,https://coronavirus.nd.edu/news/father-jenkins-in-person-classes-suspended-moved-online/,No,,,Yes,2020-03-18,https://www.nwitimes.com/news/local/indiana-s-catholic-bishops-suspend-public-mass-celebrations-amid-covid/article_93f32f85-54da-5dbf-973d-57150f8f7c01.html,No,,,Yes,2020-03-25,https://www.in.gov/gov/files/Executive_Order_20-08_Stay_at_Home.pdf,No,,
Indiana,Tippecanoe County,Yes,2020-04-06,https://tippecanoe.in.gov/DocumentCenter/View/25061/Business-Order-COVID-19,No,,,Yes,2020-03-24,https://tippecanoe.in.gov/971/COVID-19-aka-CORONA-VIRUS,No,,,Yes,2020-03-13,https://tippecanoe.in.gov/971/COVID-19-aka-CORONA-VIRUS,No,,,Yes,2020-03-24,https://tippecanoe.in.gov/971/COVID-19-aka-CORONA-VIRUS,No,,,Yes,2020-04-06,https://tippecanoe.in.gov/DocumentCenter/View/25061/Business-Order-COVID-19,No,,
Indiana,Vanderburgh County,Yes,2020-03-17,https://www.courierpress.com/story/news/2020/03/17/coronavirus-evansville-henderson-business-closings/5070909002/,No,,,Yes,2020-03-16,https://www.tristatehomepage.com/news/coronavirus-watch/coronavirus-watch-indiana/schools-businesses-closed-due-to-coronavirus-in-indiana/,No,,,Yes,2020-03-23,https://www.tristatehomepage.com/news/coronavirus-watch/coronavirus-watch-indiana/schools-businesses-closed-due-to-coronavirus-in-indiana/,No,,,Yes,2020-03-13,https://www.courierpress.com/story/news/local/2020/03/13/coronavirus-has-some-evansville-churches-cancelling-worship-services/5042218002/,No,,,Yes,2020-03-23,https://www.courierpress.com/story/news/2020/03/23/coronavirus-evansville-vanderburgh-extend-state-emergency/2898520001/,No,,
Iowa,Johnson County,Yes,2020-03-27,https://dailyiowan.com/2020/03/27/with-no-shelter-in-place-order-in-iowa-johnson-county-supervisors-ask-nonessential-businesses-to-scale-back-operations/,No,,,Yes,2020-03-16,https://www.desmoinesregister.com/story/news/education/2020/03/16/coronavirus-iowa-schools-closed-des-moines-launch-summer-food-program-school-shutdown/5059825002/,No,,,Yes,2020-03-16,https://coronavirus.uiowa.edu/news/2020/03/covid-19-updates-employees-campus-services-and-travel,No,,,Yes,2020-03-15,https://www.desmoinesregister.com/story/news/health/2020/03/15/iowans-isolate-as-coronavirus-spreads/5054786002/,No,,,No,,,Yes,2020-03-31,https://www.desmoinesregister.com/story/news/health/2020/03/31/iowa-gov-kim-reynolds-hold-news-conference-coronavirus-outbreak-covid-19/5092640002/
Iowa,Polk County,Yes,2020-03-17,https://www.kcci.com/article/gov-reynolds-issues-state-of-public-health-disaster/31700874#,No,,,Yes,2020-03-16,https://kwwl.com/2020/03/15/governor-reynolds-iowa-schools-recommended-to-close-for-four-weeks/,No,,,Yes,2020-03-13,https://www.desmoinesregister.com/story/news/education/2020/03/13/coronavirus-iowa-which-schools-universities-have-closed-canceled-online/5034774002/,No,,,Yes,2020-04-12,https://www.desmoinesregister.com/story/news/health/2020/04/06/latest-covid-19-iowa-coronavirus-updates-map-cancellations-number-cases-shutdown/2951350001/,No,,,No,,,Yes,2020-04-16,https://fox42kptm.com/news/coronavirus/governor-issues-stricter-mitigation-efforts-in-region-6-which-includes-linn-county
Iowa,Poweshiek County,Yes,2020-03-17,https://iowastartingline.com/iowa-covid-19-timeline/,No,,,Yes,2020-03-16,https://www.kcci.com/article/full-list-of-k-12-school-closures-due-to-covid-19/31649200#,No,,,Yes,2020-03-14,https://www.desmoinesregister.com/story/news/education/2020/03/13/coronavirus-iowa-which-schools-universities-have-closed-canceled-online/5034774002/,No,,,Yes,2020-03-14,https://ktvo.com/news/local/iowa-governor-closing-down-restaurants-movie-theaters-churches-more,No,,,No,,,Yes,2020-03-31,https://www.desmoinesregister.com/story/news/health/2020/03/31/iowa-gov-kim-reynolds-hold-news-conference-coronavirus-outbreak-covid-19/5092640002/
Iowa,Story County,Yes,2020-03-22,https://www.desmoinesregister.com/story/news/health/2020/03/22/iowa-governor-kim-reynolds-holds-news-conference-coronavirus-covid-19/2894030001/,No,,,Yes,2020-03-16,https://www.ames.k12.ia.us/district/district/coronavirus-information/,No,,,Yes,2020-03-23,https://web.iastate.edu/safety/updates/covid19/archive,No,,,Yes,2020-03-14,https://www.kcci.com/article/iowa-churches-close-due-to-covid-19-concerns/31565931,No,,,No,,,Yes,2020-03-31,https://www.desmoinesregister.com/story/news/health/2020/03/31/iowa-gov-kim-reynolds-hold-news-conference-coronavirus-outbreak-covid-19/5092640002/
Iowa,Washington County,Yes,2020-03-26,https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.26.pdf,No,,,Yes,2020-03-16,https://drive.google.com/file/d/1X0B5pxwL_-KWHKJC8bf55oRQRy2EFguo/view,No,,,Yes,2020-03-23,https://www.desmoinesregister.com/story/news/education/2020/03/13/coronavirus-iowa-which-schools-universities-have-closed-canceled-online/5034774002/,No,,,Yes,2020-03-26,https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.26.pdf,No,,,Yes,2020-03-26,https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.03.26.pdf,No,,
Kansas,Douglas County,Yes,2020-03-24,https://www2.ljworld.com/news/general-news/2020/mar/22/douglas-county-issues-stay-at-home-order-similar-to-kc-metro/,No,,,Yes,2020-03-14,https://www.dcssga.org/news/what_s_new/school_closure_march_2020,No,,,Yes,2020-03-13,,No,,,Yes,2020-03-22,,No,,,Yes,2020-03-24,,No,,
Kansas,Johnson County,Yes,2020-03-24,https://www.jocogov.org/sites/default/files/documents/CMO/JoCo%20Public%20Health%20Officer%20Stay%20at%20Home%20Order%203-22-20.pdf,No,,,Yes,2020-03-17,https://www.kctv5.com/coronavirus/gov-kelly-closes-kansas-k-12-schools-for-rest-of-the-year/article_9c0a4276-6897-11ea-ac0a-73d2c8420907.html,No,,,Yes,2020-03-14,https://www.jccc.edu/events/2020/0314-campus-closure.html,No,,,,,,No,,,Yes,2020-03-24,https://www.jocogov.org/sites/default/files/documents/CMO/JoCo%20Public%20Health%20Officer%20Stay%20at%20Home%20Order%203-22-20.pdf,No,,
Kansas,Leavenworth County,Yes,2020-03-24,https://www.leavenworthcounty.gov/covid/publications/pressrelease03212020-2.pdf,No,,,Yes,2020-03-17,https://www.kctv5.com/coronavirus/gov-kelly-closes-kansas-k-12-schools-for-rest-of-the-year/article_9c0a4276-6897-11ea-ac0a-73d2c8420907.html,No,,,Yes,,,No,,,Yes,2020-03-17,,No,,,Yes,2020-03-24,https://www.leavenworthcounty.gov/covid/publications/order03212020.pdf,No,,
Kansas,Sedgwick County,Yes,2020-03-25,https://www.sedgwickcounty.org/covid-19/stay-at-home-order/,No,,,Yes,2020-03-17,https://www.google.com/amp/s/amp.kansas.com/news/coronavirus/article241278466.html,No,,,Yes,2020-03-14,https://www.kwch.com/content/news/K-State-suspending-in-person-classes-due-to-coronavirus-pandemic--568733221.html,No,,,Yes,2020-03-15,https://www.facebook.com/life.church.westwichita/posts/518208892131277,No,,,Yes,2020-03-25,https://www.sedgwickcounty.org/covid-19/stay-at-home-order/,No,,
Kentucky,Clark County,Yes,2020-03-23,https://governor.ky.gov/covid19,No,,,Yes,2020-03-16,https://governor.ky.gov/covid19,No,,,Yes,2020-03-12,https://www.winchestersun.com/2020/03/12/list-local-response-to-covid-19/,No,,,Yes,2020-03-19,https://governor.ky.gov/covid19,No,,,Yes,2020-03-26,https://governor.ky.gov/covid19,No,,
Kentucky,Daviess County,Yes,2020-03-23,https://www.wdrb.com/news/coronavirus/kentucky-governor-orders-all-nonessential-retail-businesses-to-close-to-combat-covid-19-outbreak/article_f7432424-6c83-11ea-ad51-9b89262a19cf.html,No,,,Yes,2020-03-13,https://www.wdrb.com/in-depth/public-school-districts-across-kentucky-closed-for-at-least-two-weeks-amid-coronavirus-pandemic/article_0b796c14-6531-11ea-8c34-57abc0d37640.html,No,,,Yes,2020-03-20,https://owensboro.kctcs.edu/covid-19/index.aspx,No,,,Yes,2020-03-12,https://www.washingtonpost.com/religion/2020/03/12/kentuckys-governor-asked-churches-cancel-services-some-pastors-feel-singled-out/?outputType=amp,No,,,Yes,2020-03-19,https://www.kentucky.com/news/coronavirus/article241343376.html,No,,
Kentucky,Jefferson County,Yes,2020-03-22,https://www.courier-journal.com/story/news/local/2020/03/22/kentucky-coronavirus-beshear-orders-nonessential-businesses-close/2895931001/,No,,,Yes,2020-03-15,https://www.courier-journal.com/story/news/2020/03/15/coronavirus-kentucky-could-schools-close-until-end-year/5054020002/,No,,,Yes,2020-03-20,https://www.wdrb.com/news/coronavirus/kentucky-and-indiana-school-and-university-closings-related-to-covid-19/article_ba66f82c-63dd-11ea-b8e7-0f9ce0adfed4.html,No,,,Yes,2020-03-19,https://wkuherald.com/coronavirus/beshear-confirms-second-coronavirus-related-death-announces-closure-of-all/article_38347be2-6a2a-11ea-a2fb-ffeb2ae61e18.html,No,,,No,,,Yes,2020-04-20,https://wfpl.org/live-coverage-coronavirus-in-the-louisville-area/
Kentucky,Scott County,Yes,2020-03-23,https://governor.ky.gov/covid19,No,,,Yes,2020-03-13,https://governor.ky.gov/covid19,No,,,Yes,2020-03-14,https://governor.ky.gov/covid19,No,,,Yes,2020-03-19,https://governor.ky.gov/covid19,No,,,Yes,2020-03-19,https://www.kentucky.com/news/coronavirus/article241343376.html,No,,
Kentucky,Woodford County,Yes,2020-03-17,https://kentucky.gov/Pages/Activity-stream.aspx?n=GovernorBeshear&prId=95,No,,,Yes,2020-03-16,https://woodfordcounty.ky.gov/Pages/covid-19.aspx,No,,,Yes,2020-03-23,https://www.uky.edu/coronavirus/,No,,,Yes,2020-03-12,https://www.washingtonpost.com/religion/2020/03/12/kentuckys-governor-asked-churches-cancel-services-some-pastors-feel-singled-out/,No,,,Yes,2020-03-25,https://governor.ky.gov/attachments/20200325_Executive-Order_2020-257_Healthy-at-Home.pdf,No,,
Louisiana,Orleans Parish,Yes,2020-03-22,https://gov.louisiana.gov/home/,No,,,Yes,2020-03-13,https://nolapublicschools.com/news/press-releases/nola-ps-announces-districtwide-school-closures-due-to-covid-19,No,,,Yes,2020-03-16,https://www.wafb.com/2020/03/12/schools-list-changes-school-university-schedules-due-coronavirus/,No,,,Yes,2020-03-22,https://gov.louisiana.gov/home/,No,,,Yes,2020-03-22,https://ready.nola.gov/incident/coronavirus/?page=5,No,,
