,geo_value,time_value,direction,issue,lag,value,stderr,sample_size
0,357,2020-04-06,0,20200506,30,62.507167298841,,
0,357,2020-04-07,0,20200506,29,39.85897243638,,
0,357,2020-04-08,0,20200506,28,74.918557270596,,
0,357,2020-04-09,0,20200506,27,26.079956373733,,
0,357,2020-04-10,0,20200506,26,39.834474590023,,
0,357,2020-04-11,0,20200506,25,32.132349947487,,
0,357,2020-04-12,-1,20200506,24,46.662741448333,,
0,357,2020-04-13,0,20200506,23,52.280912750585,,
0,357,2020-04-14,0,20200506,22,43.395305963951,,
0,357,2020-04-15,0,20200506,21,24.398455074634,,
0,357,2020-04-16,-1,20200506,20,1.6395825917089,,
0,357,2020-04-17,-1,20200506,19,0.0,,
0,357,2020-04-18,-1,20200506,18,49.093060269057,,
0,357,2020-04-19,-1,20200506,17,14.518638610503,,
0,357,2020-04-20,0,20200506,16,14.276109836105,,
0,357,2020-04-21,0,20200506,15,0.0,,
0,357,2020-04-22,0,20200506,14,12.744074812179,,
0,357,2020-04-23,0,20200506,13,25.088916877218,,
0,357,2020-04-24,-1,20200506,12,12.914099889377,,
0,357,2020-04-25,0,20200506,11,0.0,,
0,357,2020-04-26,0,20200506,10,28.289100729436,,
0,357,2020-04-27,0,20200506,9,12.933425183867,,
0,357,2020-04-28,0,20200506,8,29.079900394252,,
0,357,2020-04-29,1,20200506,7,47.972586429411,,
0,357,2020-04-30,0,20200506,6,0.0,,
0,357,2020-05-01,0,20200506,5,26.21055566844,,
0,357,2020-05-02,0,20200506,4,0.0,,
0,357,2020-05-03,-1,20200507,4,0.0,,
0,357,2020-05-04,-1,20200508,4,0.0,,
0,357,2020-05-05,-1,20200511,6,12.226225452576,,
0,357,2020-05-06,0,20200511,5,0.0,,
0,357,2020-05-07,0,20200511,4,0.0,,
0,357,2020-05-08,0,20200511,3,15.245541217447,,
0,357,2020-05-09,0,20200513,4,0.0,,
0,357,2020-05-10,0,20200515,5,0.0,,
0,357,2020-05-11,1,20200515,4,51.584222402877,,
0,357,2020-05-12,0,20200515,3,0.0,,
0,357,2020-05-13,0,20200518,5,13.888536184601,,
0,357,2020-05-14,0,20200518,4,1.7735216437594,,
0,357,2020-05-15,0,20200518,3,0.0,,
0,357,2020-05-16,0,20200519,3,16.296745865119,,
0,357,2020-05-17,-1,20200521,4,0.0,,
0,357,2020-05-18,1,20200521,3,67.448570093618,,
0,357,2020-05-19,1,20200523,4,27.008437478451,,
0,357,2020-05-20,1,20200524,4,26.980381096761,,
0,357,2020-05-21,0,20200529,8,13.985914740277,,
0,357,2020-05-22,0,20200529,7,34.623813541965,,
0,357,2020-05-23,0,20200529,6,17.466963758433,,
0,357,2020-05-24,-1,20200529,5,26.080559804893,,
0,357,2020-05-25,0,20200529,4,3.4872470445137,,
0,357,2020-05-26,-1,20200530,4,0.0,,
0,357,2020-05-27,-1,20200531,4,0.0,,
0,357,2020-05-28,-1,20200531,3,15.130168957252,,
0,357,2020-05-29,0,20200602,4,27.281368188831,,
0,357,2020-05-30,0,20200607,8,33.852642823027,,
0,357,2020-05-31,0,20200607,7,0.0,,
0,357,2020-06-01,0,20200607,6,14.27733323,,
0,357,2020-06-02,0,20200607,5,0.0,,
0,357,2020-06-03,0,20200609,6,13.29372399,,
0,357,2020-06-04,0,20200610,6,13.39615599,,
0,357,2020-06-05,0,20200610,5,0.0,,
0,357,2020-06-06,1,20200611,5,34.13611022,,
0,357,2020-06-07,0,20200612,5,0.0,,
0,357,2020-06-08,0,20200613,5,13.95930284,,
0,357,2020-06-09,0,20200614,5,0.0,,
0,357,2020-06-10,0,20200615,5,0.0,,
0,357,2020-06-11,0,20200616,5,0.0,,
0,357,2020-06-12,0,20200617,5,30.26582683,,
0,357,2020-06-13,0,20200618,5,0.0,,
0,357,2020-06-14,0,20200619,5,0.0,,
0,357,2020-06-15,0,20200620,5,0.0,,
0,357,2020-06-16,0,20200621,5,0.0,,
0,357,2020-06-17,0,20200622,5,16.79838746,,
0,357,2020-06-18,0,20200623,5,0.0,,
0,357,2020-06-19,0,20200625,6,0.0,,
0,357,2020-06-20,0,20200625,5,1.7493333,,
0,357,2020-06-21,0,20200626,5,0.0,,
0,357,2020-06-22,0,20200627,5,0.0,,
0,357,2020-06-23,0,20200628,5,14.66591007,,
0,357,2020-06-24,0,20200629,5,0.0,,
0,357,2020-06-25,1,20200630,5,30.68756055,,
0,357,2020-06-26,1,20200701,5,31.9869151,,
0,357,2020-06-27,1,20200702,5,17.00919981,,
0,357,2020-06-28,0,20200703,5,0.0,,
0,357,2020-06-29,0,20200704,5,45.3248023,,
0,357,2020-06-30,1,20200705,5,46.9634424,,
0,357,2020-07-01,1,20200706,5,46.53018599,,
0,357,2020-07-02,0,20200707,5,0.0,,
0,357,2020-07-03,0,20200708,5,22.43975862,,
0,357,2020-07-04,0,20200709,5,2.42922507,,
0,357,2020-07-05,0,20200710,5,55.07445521,,
0,357,2020-07-06,0,20200711,5,3.18689131,,
0,357,2020-07-07,0,20200712,5,32.14364582,,
0,357,2020-07-08,1,20200713,5,30.46332561,,
0,357,2020-07-09,0,20200714,5,0.0,,
0,357,2020-07-10,0,20200715,5,15.8923527,,
0,357,2020-07-11,-1,20200716,5,0.0,,
0,357,2020-07-12,-1,20200716,4,0.0,,
0,357,2020-07-13,,20200717,4,0.0,,
0,357,2020-07-14,,20200718,4,0.0,,
0,357,2020-07-15,,20200719,4,31.43562115,,
0,357,2020-07-16,,20200720,4,2.00487545,,
0,357,2020-07-17,,20200721,4,0.0,,
0,357,2020-07-18,,20200722,4,4.62502739,,
0,357,2020-07-19,,20200723,4,17.83671881,,
0,357,2020-07-20,,20200724,4,17.48700788,,
0,357,2020-07-21,,20200725,4,2.00293525,,
0,357,2020-07-22,,20200726,4,30.73255364,,
0,357,2020-07-23,,20200727,4,0.0,,
0,357,2020-07-24,,20200728,4,16.29289723,,
0,357,2020-07-25,,20200729,4,5.47198624,,
0,357,2020-07-26,,20200730,4,39.2012552,,
0,357,2020-07-27,,20200731,4,21.94169941,,
0,357,2020-07-28,,20200801,4,5.42248259,,
0,357,2020-07-29,,20200802,4,32.05533674,,
0,357,2020-07-30,,20200803,4,47.4268921,,
0,357,2020-07-31,,20200804,4,33.3001326,,
