,geo_value,time_value,direction,issue,lag,value,stderr,sample_size
0,77,2020-01-22,,20200514,113,0.0,,
0,77,2020-01-23,,20200514,112,0.0,,
0,77,2020-01-24,0,20200514,111,0.0,,
0,77,2020-01-25,0,20200514,110,0.0,,
0,77,2020-01-26,0,20200514,109,0.0,,
0,77,2020-01-27,0,20200514,108,0.0,,
0,77,2020-01-28,0,20200514,107,0.0,,
0,77,2020-01-29,0,20200514,106,0.0,,
0,77,2020-01-30,0,20200514,105,0.0,,
0,77,2020-01-31,0,20200514,104,0.0,,
0,77,2020-02-01,0,20200514,103,0.0,,
0,77,2020-02-02,0,20200514,102,0.0,,
0,77,2020-02-03,0,20200514,101,0.0,,
0,77,2020-02-04,0,20200514,100,0.0,,
0,77,2020-02-05,0,20200514,99,0.0,,
0,77,2020-02-06,0,20200514,98,0.0,,
0,77,2020-02-07,0,20200514,97,0.0,,
0,77,2020-02-08,0,20200514,96,0.0,,
0,77,2020-02-09,0,20200514,95,0.0,,
0,77,2020-02-10,0,20200514,94,0.0,,
0,77,2020-02-11,0,20200514,93,0.0,,
0,77,2020-02-12,0,20200514,92,0.0,,
0,77,2020-02-13,0,20200514,91,0.0,,
0,77,2020-02-14,0,20200514,90,0.0,,
0,77,2020-02-15,0,20200514,89,0.0,,
0,77,2020-02-16,0,20200514,88,0.0,,
0,77,2020-02-17,0,20200514,87,0.0,,
0,77,2020-02-18,0,20200514,86,0.0,,
0,77,2020-02-19,0,20200514,85,0.0,,
0,77,2020-02-20,,20200805,167,0.0,,
0,77,2020-02-21,,20200805,166,1.0,,
0,77,2020-02-22,,20200805,165,0.0,,
0,77,2020-02-23,,20200805,164,0.0,,
0,77,2020-02-24,,20200805,163,0.0,,
0,77,2020-02-25,,20200805,162,0.0,,
0,77,2020-02-26,,20200805,161,0.0,,
0,77,2020-02-27,,20200805,160,1.0,,
0,77,2020-02-28,,20200805,159,0.0,,
0,77,2020-02-29,,20200805,158,0.0,,
0,77,2020-03-01,,20200805,157,0.0,,
