,geo_value,time_value,direction,issue,lag,value,stderr,sample_size
0,77,2020-07-11,0,20200716,5,43.53793303,,
0,77,2020-07-12,-1,20200716,4,12.28615257,,
0,77,2020-07-13,,20200717,4,38.46479108,,
0,77,2020-07-14,,20200718,4,0.0,,
0,77,2020-07-15,,20200719,4,11.24610408,,
0,77,2020-07-16,,20200720,4,11.48005216,,
0,77,2020-07-17,,20200721,4,0.0,,
0,77,2020-07-18,,20200722,4,25.61701482,,
0,77,2020-07-19,,20200723,4,38.08472916,,
0,77,2020-07-20,,20200724,4,34.38729221,,
0,77,2020-07-21,,20200725,4,0.0,,
0,77,2020-07-22,,20200726,4,46.02967218,,
0,77,2020-07-23,,20200727,4,44.48710329,,
0,77,2020-07-24,,20200728,4,34.64658795,,
0,77,2020-07-25,,20200729,4,25.74364956,,
0,77,2020-07-26,,20200730,4,25.66940207,,
0,77,2020-07-27,,20200731,4,22.76756679,,
0,77,2020-07-28,,20200801,4,40.56425646,,
0,77,2020-07-29,,20200802,4,0.0,,
0,77,2020-07-30,,20200803,4,42.30457002,,
0,77,2020-07-31,,20200804,4,0.0,,
