,geo_value,time_value,direction,issue,lag,value,stderr,sample_size
0,ca,2020-03-27,0,20200506,40,31.670405325481,,
0,ca,2020-03-28,-1,20200506,39,38.901618873731,,
0,ca,2020-03-29,-1,20200506,38,32.07132147039,,
0,ca,2020-03-30,-1,20200506,37,30.831397457444,,
0,ca,2020-03-31,-1,20200506,36,24.372535980333,,
0,ca,2020-04-01,0,20200506,35,30.266096016825,,
0,ca,2020-04-02,0,20200506,34,21.569006821572,,
0,ca,2020-04-03,0,20200506,33,22.618925182528,,
0,ca,2020-04-04,0,20200506,32,20.02289670648,,
0,ca,2020-04-05,0,20200506,31,21.075939307389,,
0,ca,2020-04-06,0,20200506,30,18.435575990231,,
0,ca,2020-04-07,0,20200506,29,15.80616044331,,
0,ca,2020-04-08,0,20200506,28,14.19339095055,,
0,ca,2020-04-09,0,20200506,27,17.341074518789,,
0,ca,2020-04-10,0,20200506,26,19.375115448098,,
0,ca,2020-04-11,0,20200506,25,15.787149015306,,
0,ca,2020-04-12,0,20200506,24,11.807244234845,,
0,ca,2020-04-13,0,20200506,23,14.002703533965,,
0,ca,2020-04-14,0,20200506,22,15.412735879508,,
0,ca,2020-04-15,0,20200506,21,19.590471946837,,
0,ca,2020-04-16,0,20200506,20,16.596944803817,,
0,ca,2020-04-17,0,20200506,19,14.86821339326,,
0,ca,2020-04-18,0,20200506,18,17.397756694689,,
0,ca,2020-04-19,0,20200506,17,12.59800654427,,
0,ca,2020-04-20,0,20200506,16,14.172961901317,,
0,ca,2020-04-21,0,20200506,15,9.7755715527544,,
0,ca,2020-04-22,0,20200506,14,10.699144949604,,
0,ca,2020-04-23,0,20200506,13,12.777955994907,,
0,ca,2020-04-24,0,20200506,12,9.9945509474884,,
0,ca,2020-04-25,0,20200506,11,16.530611527244,,
0,ca,2020-04-26,0,20200506,10,12.82786909924,,
0,ca,2020-04-27,0,20200506,9,14.726673552308,,
0,ca,2020-04-28,0,20200506,8,13.26769798351,,
0,ca,2020-04-29,0,20200506,7,7.8668883011332,,
0,ca,2020-04-30,0,20200506,6,12.052494524991,,
0,ca,2020-05-01,0,20200506,5,8.1716052693982,,
0,ca,2020-05-02,0,20200506,4,8.0533474237951,,
0,ca,2020-05-03,0,20200507,4,7.1134098120027,,
0,ca,2020-05-04,0,20200508,4,8.9682080924979,,
0,ca,2020-05-05,0,20200511,6,7.1344886040291,,
0,ca,2020-05-06,0,20200511,5,9.4188585975725,,
0,ca,2020-05-07,0,20200511,4,13.81854963784,,
0,ca,2020-05-08,0,20200511,3,9.453885917205,,
0,ca,2020-05-09,0,20200513,4,6.9290949744555,,
0,ca,2020-05-10,0,20200515,5,8.3421547693277,,
0,ca,2020-05-11,0,20200515,4,4.6081772749778,,
0,ca,2020-05-12,0,20200515,3,9.4723370764061,,
0,ca,2020-05-13,0,20200518,5,10.321852504612,,
0,ca,2020-05-14,0,20200518,4,14.370248402444,,
0,ca,2020-05-15,0,20200518,3,12.194522513426,,
0,ca,2020-05-16,0,20200519,3,12.879585910473,,
0,ca,2020-05-17,0,20200521,4,11.846744115691,,
0,ca,2020-05-18,0,20200521,3,15.116460266782,,
0,ca,2020-05-19,0,20200523,4,13.350057166037,,
0,ca,2020-05-20,0,20200524,4,9.3576102178026,,
0,ca,2020-05-21,0,20200529,8,8.8990285930894,,
0,ca,2020-05-22,0,20200529,7,9.9003746697606,,
0,ca,2020-05-23,0,20200529,6,8.8419588232627,,
0,ca,2020-05-24,0,20200529,5,10.350717563764,,
0,ca,2020-05-25,0,20200529,4,11.228456064203,,
0,ca,2020-05-26,0,20200530,4,8.8597126056108,,
0,ca,2020-05-27,0,20200531,4,10.412963958475,,
0,ca,2020-05-28,0,20200531,3,12.597555016488,,
0,ca,2020-05-29,0,20200602,4,9.3338596477199,,
0,ca,2020-05-30,0,20200607,8,8.8757807054117,,
0,ca,2020-05-31,0,20200607,7,4.50976646,,
0,ca,2020-06-01,0,20200607,6,5.0266425,,
0,ca,2020-06-02,0,20200607,5,5.91645766,,
0,ca,2020-06-03,0,20200609,6,4.24792936,,
0,ca,2020-06-04,0,20200610,6,5.87227181,,
0,ca,2020-06-05,0,20200610,5,5.07800164,,
0,ca,2020-06-06,0,20200611,5,2.39914422,,
0,ca,2020-06-07,0,20200612,5,7.32773589,,
0,ca,2020-06-08,0,20200613,5,3.0558394,,
0,ca,2020-06-09,0,20200614,5,5.53684069,,
0,ca,2020-06-10,0,20200615,5,3.17225595,,
0,ca,2020-06-11,0,20200616,5,7.93813239,,
0,ca,2020-06-12,0,20200617,5,8.18551854,,
0,ca,2020-06-13,0,20200618,5,9.76650849,,
0,ca,2020-06-14,0,20200619,5,6.75978257,,
0,ca,2020-06-15,0,20200620,5,5.94416501,,
0,ca,2020-06-16,0,20200621,5,8.04770833,,
0,ca,2020-06-17,0,20200622,5,5.74129689,,
0,ca,2020-06-18,0,20200623,5,8.32812938,,
0,ca,2020-06-19,0,20200625,6,8.15678671,,
0,ca,2020-06-20,0,20200625,5,9.74479717,,
0,ca,2020-06-21,0,20200626,5,5.41719406,,
0,ca,2020-06-22,0,20200627,5,10.53213828,,
0,ca,2020-06-23,0,20200628,5,9.65226803,,
0,ca,2020-06-24,0,20200629,5,9.29551344,,
0,ca,2020-06-25,0,20200630,5,9.71310876,,
0,ca,2020-06-26,0,20200701,5,14.02907199,,
0,ca,2020-06-27,0,20200702,5,21.96832416,,
0,ca,2020-06-28,0,20200703,5,11.92081293,,
0,ca,2020-06-29,0,20200704,5,10.52929403,,
0,ca,2020-06-30,0,20200705,5,17.13805811,,
0,ca,2020-07-01,0,20200706,5,10.86931911,,
0,ca,2020-07-02,0,20200707,5,13.54188551,,
0,ca,2020-07-03,0,20200708,5,21.46057265,,
0,ca,2020-07-04,0,20200709,5,16.48538122,,
0,ca,2020-07-05,0,20200710,5,15.73777546,,
0,ca,2020-07-06,0,20200711,5,12.41516275,,
0,ca,2020-07-07,0,20200712,5,17.93317095,,
0,ca,2020-07-08,0,20200713,5,13.91600242,,
0,ca,2020-07-09,0,20200714,5,14.17751186,,
0,ca,2020-07-10,0,20200715,5,12.30477253,,
0,ca,2020-07-12,0,20200716,4,11.05745093,,
0,ca,2020-07-13,,20200717,4,11.58962366,,
0,ca,2020-07-14,,20200718,4,12.21033306,,
0,ca,2020-07-15,,20200719,4,13.50959943,,
0,ca,2020-07-16,,20200720,4,9.119465,,
0,ca,2020-07-17,,20200721,4,12.89643356,,
0,ca,2020-07-18,,20200722,4,13.84567141,,
0,ca,2020-07-19,,20200723,4,16.03776688,,
0,ca,2020-07-20,,20200724,4,13.94276633,,
0,ca,2020-07-21,,20200725,4,10.31396537,,
0,ca,2020-07-22,,20200726,4,10.36181122,,
0,ca,2020-07-23,,20200727,4,10.49384519,,
0,ca,2020-07-24,,20200728,4,6.90481891,,
0,ca,2020-07-25,,20200729,4,12.92638475,,
0,ca,2020-07-26,,20200730,4,9.95769406,,
0,ca,2020-07-27,,20200731,4,10.96337369,,
0,ca,2020-07-28,,20200801,4,16.00290555,,
0,ca,2020-07-29,,20200802,4,12.14242332,,
0,ca,2020-07-30,,20200803,4,13.09877387,,
0,ca,2020-07-31,,20200804,4,7.53544692,,
